A	Output	bin a	bin out	octal a	octal out
1494	7011	0b10111010110	0b1101101100011	0o2726	0o15543
1495	1011	0b10111010111	0b1111110011	0o2727	0o1763
1496	5211	0b10111011000	0b1010001011011	0o2730	0o12133
1497	7211	0b10111011001	0b1110000101011	0o2731	0o16053
1498	2211	0b10111011010	0b100010100011	0o2732	0o4243
1499	7211	0b10111011011	0b1110000101011	0o2733	0o16053
1500	1211	0b10111011100	0b10010111011	0o2734	0o2273
1501	3211	0b10111011101	0b110010001011	0o2735	0o6213
1502	6211	0b10111011110	0b1100001000011	0o2736	0o14103
1503	3211	0b10111011111	0b110010001011	0o2737	0o6213
1504	4111	0b10111100000	0b1000000001111	0o2740	0o10017
1505	4111	0b10111100001	0b1000000001111	0o2741	0o10017
1506	2111	0b10111100010	0b100000111111	0o2742	0o4077
1507	7111	0b10111100011	0b1101111000111	0o2743	0o15707
1508	5111	0b10111100100	0b1001111110111	0o2744	0o11767
1509	3111	0b10111100101	0b110000100111	0o2745	0o6047
1510	1111	0b10111100110	0b10001010111	0o2746	0o2127
1511	5111	0b10111100111	0b1001111110111	0o2747	0o11767
1512	4311	0b10111101000	0b1000011010111	0o2750	0o10327
1513	4311	0b10111101001	0b1000011010111	0o2751	0o10327
1514	2311	0b10111101010	0b100100000111	0o2752	0o4407
1515	7311	0b10111101011	0b1110010001111	0o2753	0o16217
1516	1311	0b10111101100	0b10100011111	0o2754	0o2437
1517	3311	0b10111101101	0b110011101111	0o2755	0o6357
1518	311	0b10111101110	0b100110111	0o2756	0o467
1519	7311	0b10111101111	0b1110010001111	0o2757	0o16217
1520	4211	0b10111110000	0b1000001110011	0o2760	0o10163
1521	5211	0b10111110001	0b1010001011011	0o2761	0o12133
1522	2211	0b10111110010	0b100010100011	0o2762	0o4243
1523	7211	0b10111110011	0b1110000101011	0o2763	0o16053
1524	5211	0b10111110100	0b1010001011011	0o2764	0o12133
1525	3211	0b10111110101	0b110010001011	0o2765	0o6213
1526	3211	0b10111110110	0b110010001011	0o2766	0o6213
1527	1211	0b10111110111	0b10010111011	0o2767	0o2273
1528	4311	0b10111111000	0b1000011010111	0o2770	0o10327
1529	5311	0b10111111001	0b1010010111111	0o2771	0o12277
1530	2311	0b10111111010	0b100100000111	0o2772	0o4407
1531	7311	0b10111111011	0b1110010001111	0o2773	0o16217
1532	1311	0b10111111100	0b10100011111	0o2774	0o2437
1533	3311	0b10111111101	0b110011101111	0o2775	0o6357
1534	2311	0b10111111110	0b100100000111	0o2776	0o4407
1535	3311	0b10111111111	0b110011101111	0o2777	0o6357
1536	3530	0b11000000000	0b110111001010	0o3000	0o6712
1537	2530	0b11000000001	0b100111100010	0o3001	0o4742
1538	5530	0b11000000010	0b1010110011010	0o3002	0o12632
1539	530	0b11000000011	0b1000010010	0o3003	0o1022
1540	5530	0b11000000100	0b1010110011010	0o3004	0o12632
1541	3530	0b11000000101	0b110111001010	0o3005	0o6712
1542	5530	0b11000000110	0b1010110011010	0o3006	0o12632
1543	5530	0b11000000111	0b1010110011010	0o3007	0o12632
1544	3630	0b11000001000	0b111000101110	0o3010	0o7056
1545	2630	0b11000001001	0b101001000110	0o3011	0o5106
1546	5630	0b11000001010	0b1010111111110	0o3012	0o12776
1547	630	0b11000001011	0b1001110110	0o3013	0o1166
1548	1630	0b11000001100	0b11001011110	0o3014	0o3136
1549	3630	0b11000001101	0b111000101110	0o3015	0o7056
1550	4630	0b11000001110	0b1001000010110	0o3016	0o11026
1551	7630	0b11000001111	0b1110111001110	0o3017	0o16716
1552	3030	0b11000010000	0b101111010110	0o3020	0o5726
1553	3030	0b11000010001	0b101111010110	0o3021	0o5726
1554	5030	0b11000010010	0b1001110100110	0o3022	0o11646
1555	30	0b11000010011	0b11110	0o3023	0o36
1556	5030	0b11000010100	0b1001110100110	0o3024	0o11646
1557	3030	0b11000010101	0b101111010110	0o3025	0o5726
1558	7030	0b11000010110	0b1101101110110	0o3026	0o15566
1559	1030	0b11000010111	0b10000000110	0o3027	0o2006
1560	3330	0b11000011000	0b110100000010	0o3030	0o6402
1561	3330	0b11000011001	0b110100000010	0o3031	0o6402
1562	5330	0b11000011010	0b1010011010010	0o3032	0o12322
1563	330	0b11000011011	0b101001010	0o3033	0o512
1564	1330	0b11000011100	0b10100110010	0o3034	0o2462
1565	3330	0b11000011101	0b110100000010	0o3035	0o6402
1566	6330	0b11000011110	0b1100010111010	0o3036	0o14272
1567	3330	0b11000011111	0b110100000010	0o3037	0o6402
1568	2530	0b11000100000	0b100111100010	0o3040	0o4742
1569	530	0b11000100001	0b1000010010	0o3041	0o1022
1570	5530	0b11000100010	0b1010110011010	0o3042	0o12632
1571	530	0b11000100011	0b1000010010	0o3043	0o1022
1572	5530	0b11000100100	0b1010110011010	0o3044	0o12632
1573	3530	0b11000100101	0b110111001010	0o3045	0o6712
1574	1530	0b11000100110	0b10111111010	0o3046	0o2772
1575	5530	0b11000100111	0b1010110011010	0o3047	0o12632
1576	2330	0b11000101000	0b100100011010	0o3050	0o4432
1577	330	0b11000101001	0b101001010	0o3051	0o512
1578	5330	0b11000101010	0b1010011010010	0o3052	0o12322
1579	330	0b11000101011	0b101001010	0o3053	0o512
1580	1330	0b11000101100	0b10100110010	0o3054	0o2462
1581	3330	0b11000101101	0b110100000010	0o3055	0o6402
1582	330	0b11000101110	0b101001010	0o3056	0o512
1583	7330	0b11000101111	0b1110010100010	0o3057	0o16242
1584	2530	0b11000110000	0b100111100010	0o3060	0o4742
1585	1530	0b11000110001	0b10111111010	0o3061	0o2772
1586	5530	0b11000110010	0b1010110011010	0o3062	0o12632
1587	530	0b11000110011	0b1000010010	0o3063	0o1022
1588	5530	0b11000110100	0b1010110011010	0o3064	0o12632
1589	3530	0b11000110101	0b110111001010	0o3065	0o6712
1590	3530	0b11000110110	0b110111001010	0o3066	0o6712
1591	1530	0b11000110111	0b10111111010	0o3067	0o2772
1592	2530	0b11000111000	0b100111100010	0o3070	0o4742
1593	1530	0b11000111001	0b10111111010	0o3071	0o2772
1594	5530	0b11000111010	0b1010110011010	0o3072	0o12632
1595	530	0b11000111011	0b1000010010	0o3073	0o1022
1596	1530	0b11000111100	0b10111111010	0o3074	0o2772
1597	3530	0b11000111101	0b110111001010	0o3075	0o6712
1598	2530	0b11000111110	0b100111100010	0o3076	0o4742
1599	3530	0b11000111111	0b110111001010	0o3077	0o6712
1600	1530	0b11001000000	0b10111111010	0o3100	0o2772
1601	6530	0b11001000001	0b1100110000010	0o3101	0o14602
1602	5530	0b11001000010	0b1010110011010	0o3102	0o12632
1603	1530	0b11001000011	0b10111111010	0o3103	0o2772
1604	5530	0b11001000100	0b1010110011010	0o3104	0o12632
1605	3530	0b11001000101	0b110111001010	0o3105	0o6712
1606	5530	0b11001000110	0b1010110011010	0o3106	0o12632
1607	5530	0b11001000111	0b1010110011010	0o3107	0o12632
1608	1630	0b11001001000	0b11001011110	0o3110	0o3136
1609	6630	0b11001001001	0b1100111100110	0o3111	0o14746
1610	5630	0b11001001010	0b1010111111110	0o3112	0o12776
1611	1630	0b11001001011	0b11001011110	0o3113	0o3136
1612	1630	0b11001001100	0b11001011110	0o3114	0o3136
1613	3630	0b11001001101	0b111000101110	0o3115	0o7056
1614	4630	0b11001001110	0b1001000010110	0o3116	0o11026
1615	7630	0b11001001111	0b1110111001110	0o3117	0o16716
1616	1030	0b11001010000	0b10000000110	0o3120	0o2006
1617	7030	0b11001010001	0b1101101110110	0o3121	0o15566
1618	5030	0b11001010010	0b1001110100110	0o3122	0o11646
1619	1030	0b11001010011	0b10000000110	0o3123	0o2006
1620	5030	0b11001010100	0b1001110100110	0o3124	0o11646
1621	3030	0b11001010101	0b101111010110	0o3125	0o5726
1622	7030	0b11001010110	0b1101101110110	0o3126	0o15566
1623	1030	0b11001010111	0b10000000110	0o3127	0o2006
1624	1330	0b11001011000	0b10100110010	0o3130	0o2462
1625	7330	0b11001011001	0b1110010100010	0o3131	0o16242
1626	5330	0b11001011010	0b1010011010010	0o3132	0o12322
1627	1330	0b11001011011	0b10100110010	0o3133	0o2462
1628	1330	0b11001011100	0b10100110010	0o3134	0o2462
1629	3330	0b11001011101	0b110100000010	0o3135	0o6402
1630	6330	0b11001011110	0b1100010111010	0o3136	0o14272
1631	3330	0b11001011111	0b110100000010	0o3137	0o6402
1632	130	0b11001100000	0b10000010	0o3140	0o202
1633	4130	0b11001100001	0b1000000100010	0o3141	0o10042
1634	5130	0b11001100010	0b1010000001010	0o3142	0o12012
1635	1130	0b11001100011	0b10001101010	0o3143	0o2152
1636	5130	0b11001100100	0b1010000001010	0o3144	0o12012
1637	3130	0b11001100101	0b110000111010	0o3145	0o6072
1638	1130	0b11001100110	0b10001101010	0o3146	0o2152
1639	5130	0b11001100111	0b1010000001010	0o3147	0o12012
1640	330	0b11001101000	0b101001010	0o3150	0o512
1641	4330	0b11001101001	0b1000011101010	0o3151	0o10352
1642	5330	0b11001101010	0b1010011010010	0o3152	0o12322
1643	1330	0b11001101011	0b10100110010	0o3153	0o2462
1644	1330	0b11001101100	0b10100110010	0o3154	0o2462
1645	3330	0b11001101101	0b110100000010	0o3155	0o6402
1646	330	0b11001101110	0b101001010	0o3156	0o512
1647	7330	0b11001101111	0b1110010100010	0o3157	0o16242
1648	430	0b11001110000	0b110101110	0o3160	0o656
1649	5430	0b11001110001	0b1010100110110	0o3161	0o12466
1650	5430	0b11001110010	0b1010100110110	0o3162	0o12466
1651	1430	0b11001110011	0b10110010110	0o3163	0o2626
1652	5430	0b11001110100	0b1010100110110	0o3164	0o12466
1653	3430	0b11001110101	0b110101100110	0o3165	0o6546
1654	3430	0b11001110110	0b110101100110	0o3166	0o6546
1655	1430	0b11001110111	0b10110010110	0o3167	0o2626
1656	730	0b11001111000	0b1011011010	0o3170	0o1332
1657	5730	0b11001111001	0b1011001100010	0o3171	0o13142
1658	5730	0b11001111010	0b1011001100010	0o3172	0o13142
1659	1730	0b11001111011	0b11011000010	0o3173	0o3302
1660	1730	0b11001111100	0b11011000010	0o3174	0o3302
1661	3730	0b11001111101	0b111010010010	0o3175	0o7222
1662	2730	0b11001111110	0b101010101010	0o3176	0o5252
1663	3730	0b11001111111	0b111010010010	0o3177	0o7222
1664	7510	0b11010000000	0b1110101010110	0o3200	0o16526
1665	2510	0b11010000001	0b100111001110	0o3201	0o4716
1666	4510	0b11010000010	0b1000110011110	0o3202	0o10636
1667	2510	0b11010000011	0b100111001110	0o3203	0o4716
1668	5510	0b11010000100	0b1010110000110	0o3204	0o12606
1669	3510	0b11010000101	0b110110110110	0o3205	0o6666
1670	5510	0b11010000110	0b1010110000110	0o3206	0o12606
1671	5510	0b11010000111	0b1010110000110	0o3207	0o12606
1672	7710	0b11010001000	0b1111000011110	0o3210	0o17036
1673	2710	0b11010001001	0b101010010110	0o3211	0o5226
1674	4710	0b11010001010	0b1001001100110	0o3212	0o11146
1675	2710	0b11010001011	0b101010010110	0o3213	0o5226
1676	1710	0b11010001100	0b11010101110	0o3214	0o3256
1677	3710	0b11010001101	0b111001111110	0o3215	0o7176
1678	4710	0b11010001110	0b1001001100110	0o3216	0o11146
1679	7710	0b11010001111	0b1111000011110	0o3217	0o17036
1680	7010	0b11010010000	0b1101101100010	0o3220	0o15542
1681	3010	0b11010010001	0b101111000010	0o3221	0o5702
1682	4010	0b11010010010	0b111110101010	0o3222	0o7652
1683	2010	0b11010010011	0b11111011010	0o3223	0o3732
1684	5010	0b11010010100	0b1001110010010	0o3224	0o11622
1685	3010	0b11010010101	0b101111000010	0o3225	0o5702
1686	7010	0b11010010110	0b1101101100010	0o3226	0o15542
1687	1010	0b11010010111	0b1111110010	0o3227	0o1762
1688	7310	0b11010011000	0b1110010001110	0o3230	0o16216
1689	3310	0b11010011001	0b110011101110	0o3231	0o6356
1690	4310	0b11010011010	0b1000011010110	0o3232	0o10326
1691	2310	0b11010011011	0b100100000110	0o3233	0o4406
1692	1310	0b11010011100	0b10100011110	0o3234	0o2436
1693	3310	0b11010011101	0b110011101110	0o3235	0o6356
1694	6310	0b11010011110	0b1100010100110	0o3236	0o14246
1695	3310	0b11010011111	0b110011101110	0o3237	0o6356
1696	6510	0b11010100000	0b1100101101110	0o3240	0o14556
1697	510	0b11010100001	0b111111110	0o3241	0o776
1698	4510	0b11010100010	0b1000110011110	0o3242	0o10636
1699	2510	0b11010100011	0b100111001110	0o3243	0o4716
1700	5510	0b11010100100	0b1010110000110	0o3244	0o12606
1701	3510	0b11010100101	0b110110110110	0o3245	0o6666
1702	1510	0b11010100110	0b10111100110	0o3246	0o2746
1703	5510	0b11010100111	0b1010110000110	0o3247	0o12606
1704	6310	0b11010101000	0b1100010100110	0o3250	0o14246
1705	310	0b11010101001	0b100110110	0o3251	0o466
1706	4310	0b11010101010	0b1000011010110	0o3252	0o10326
1707	2310	0b11010101011	0b100100000110	0o3253	0o4406
1708	1310	0b11010101100	0b10100011110	0o3254	0o2436
1709	3310	0b11010101101	0b110011101110	0o3255	0o6356
1710	310	0b11010101110	0b100110110	0o3256	0o466
1711	7310	0b11010101111	0b1110010001110	0o3257	0o16216
1712	6710	0b11010110000	0b1101000110110	0o3260	0o15066
1713	1710	0b11010110001	0b11010101110	0o3261	0o3256
1714	4710	0b11010110010	0b1001001100110	0o3262	0o11146
1715	2710	0b11010110011	0b101010010110	0o3263	0o5226
1716	5710	0b11010110100	0b1011001001110	0o3264	0o13116
1717	3710	0b11010110101	0b111001111110	0o3265	0o7176
1718	3710	0b11010110110	0b111001111110	0o3266	0o7176
1719	1710	0b11010110111	0b11010101110	0o3267	0o3256
1720	6110	0b11010111000	0b1011111011110	0o3270	0o13736
1721	1110	0b11010111001	0b10001010110	0o3271	0o2126
1722	4110	0b11010111010	0b1000000001110	0o3272	0o10016
1723	2110	0b11010111011	0b100000111110	0o3273	0o4076
1724	1110	0b11010111100	0b10001010110	0o3274	0o2126
1725	3110	0b11010111101	0b110000100110	0o3275	0o6046
1726	2110	0b11010111110	0b100000111110	0o3276	0o4076
1727	3110	0b11010111111	0b110000100110	0o3277	0o6046
1728	5500	0b11011000000	0b1010101111100	0o3300	0o12574
1729	6500	0b11011000001	0b1100101100100	0o3301	0o14544
1730	4500	0b11011000010	0b1000110010100	0o3302	0o10624
1731	3500	0b11011000011	0b110110101100	0o3303	0o6654
1732	5500	0b11011000100	0b1010101111100	0o3304	0o12574
1733	3500	0b11011000101	0b110110101100	0o3305	0o6654
1734	5500	0b11011000110	0b1010101111100	0o3306	0o12574
1735	5500	0b11011000111	0b1010101111100	0o3307	0o12574
1736	5700	0b11011001000	0b1011001000100	0o3310	0o13104
1737	6700	0b11011001001	0b1101000101100	0o3311	0o15054
1738	4700	0b11011001010	0b1001001011100	0o3312	0o11134
1739	3700	0b11011001011	0b111001110100	0o3313	0o7164
1740	1700	0b11011001100	0b11010100100	0o3314	0o3244
1741	3700	0b11011001101	0b111001110100	0o3315	0o7164
1742	4700	0b11011001110	0b1001001011100	0o3316	0o11134
1743	7700	0b11011001111	0b1111000010100	0o3317	0o17024
1744	5000	0b11011010000	0b1001110001000	0o3320	0o11610
1745	7000	0b11011010001	0b1101101011000	0o3321	0o15530
1746	4000	0b11011010010	0b111110100000	0o3322	0o7640
1747	3000	0b11011010011	0b101110111000	0o3323	0o5670
1748	5000	0b11011010100	0b1001110001000	0o3324	0o11610
1749	3000	0b11011010101	0b101110111000	0o3325	0o5670
1750	7000	0b11011010110	0b1101101011000	0o3326	0o15530
1751	1000	0b11011010111	0b1111101000	0o3327	0o1750
1752	5300	0b11011011000	0b1010010110100	0o3330	0o12264
1753	7300	0b11011011001	0b1110010000100	0o3331	0o16204
1754	4300	0b11011011010	0b1000011001100	0o3332	0o10314
1755	3300	0b11011011011	0b110011100100	0o3333	0o6344
1756	1300	0b11011011100	0b10100010100	0o3334	0o2424
1757	3300	0b11011011101	0b110011100100	0o3335	0o6344
1758	6300	0b11011011110	0b1100010011100	0o3336	0o14234
1759	3300	0b11011011111	0b110011100100	0o3337	0o6344
1760	4100	0b11011100000	0b1000000000100	0o3340	0o10004
1761	4100	0b11011100001	0b1000000000100	0o3341	0o10004
1762	4100	0b11011100010	0b1000000000100	0o3342	0o10004
1763	3100	0b11011100011	0b110000011100	0o3343	0o6034
1764	5100	0b11011100100	0b1001111101100	0o3344	0o11754
1765	3100	0b11011100101	0b110000011100	0o3345	0o6034
1766	1100	0b11011100110	0b10001001100	0o3346	0o2114
1767	5100	0b11011100111	0b1001111101100	0o3347	0o11754
1768	4300	0b11011101000	0b1000011001100	0o3350	0o10314
1769	4300	0b11011101001	0b1000011001100	0o3351	0o10314
1770	4300	0b11011101010	0b1000011001100	0o3352	0o10314
1771	3300	0b11011101011	0b110011100100	0o3353	0o6344
1772	1300	0b11011101100	0b10100010100	0o3354	0o2424
1773	3300	0b11011101101	0b110011100100	0o3355	0o6344
1774	300	0b11011101110	0b100101100	0o3356	0o454
1775	7300	0b11011101111	0b1110010000100	0o3357	0o16204
1776	4600	0b11011110000	0b1000111111000	0o3360	0o10770
1777	5600	0b11011110001	0b1010111100000	0o3361	0o12740
1778	4600	0b11011110010	0b1000111111000	0o3362	0o10770
1779	3600	0b11011110011	0b111000010000	0o3363	0o7020
1780	5600	0b11011110100	0b1010111100000	0o3364	0o12740
1781	3600	0b11011110101	0b111000010000	0o3365	0o7020
1782	3600	0b11011110110	0b111000010000	0o3366	0o7020
1783	1600	0b11011110111	0b11001000000	0o3367	0o3100
1784	4300	0b11011111000	0b1000011001100	0o3370	0o10314
1785	5300	0b11011111001	0b1010010110100	0o3371	0o12264
1786	4300	0b11011111010	0b1000011001100	0o3372	0o10314
1787	3300	0b11011111011	0b110011100100	0o3373	0o6344
1788	1300	0b11011111100	0b10100010100	0o3374	0o2424
1789	3300	0b11011111101	0b110011100100	0o3375	0o6344
1790	2300	0b11011111110	0b100011111100	0o3376	0o4374
1791	3300	0b11011111111	0b110011100100	0o3377	0o6344
1792	3410	0b11100000000	0b110101010010	0o3400	0o6522
1793	2410	0b11100000001	0b100101101010	0o3401	0o4552
1794	7410	0b11100000010	0b1110011110010	0o3402	0o16362
1795	4410	0b11100000011	0b1000100111010	0o3403	0o10472
1796	5410	0b11100000100	0b1010100100010	0o3404	0o12442
1797	3410	0b11100000101	0b110101010010	0o3405	0o6522
1798	5410	0b11100000110	0b1010100100010	0o3406	0o12442
1799	5410	0b11100000111	0b1010100100010	0o3407	0o12442
1800	3410	0b11100001000	0b110101010010	0o3410	0o6522
1801	2410	0b11100001001	0b100101101010	0o3411	0o4552
1802	7410	0b11100001010	0b1110011110010	0o3412	0o16362
1803	4410	0b11100001011	0b1000100111010	0o3413	0o10472
1804	1410	0b11100001100	0b10110000010	0o3414	0o2602
1805	3410	0b11100001101	0b110101010010	0o3415	0o6522
1806	4410	0b11100001110	0b1000100111010	0o3416	0o10472
1807	7410	0b11100001111	0b1110011110010	0o3417	0o16362
1808	3010	0b11100010000	0b101111000010	0o3420	0o5702
1809	3010	0b11100010001	0b101111000010	0o3421	0o5702
1810	7010	0b11100010010	0b1101101100010	0o3422	0o15542
1811	4010	0b11100010011	0b111110101010	0o3423	0o7652
1812	5010	0b11100010100	0b1001110010010	0o3424	0o11622
1813	3010	0b11100010101	0b101111000010	0o3425	0o5702
1814	7010	0b11100010110	0b1101101100010	0o3426	0o15542
1815	1010	0b11100010111	0b1111110010	0o3427	0o1762
1816	3310	0b11100011000	0b110011101110	0o3430	0o6356
1817	3310	0b11100011001	0b110011101110	0o3431	0o6356
1818	7310	0b11100011010	0b1110010001110	0o3432	0o16216
1819	4310	0b11100011011	0b1000011010110	0o3433	0o10326
1820	1310	0b11100011100	0b10100011110	0o3434	0o2436
1821	3310	0b11100011101	0b110011101110	0o3435	0o6356
1822	6310	0b11100011110	0b1100010100110	0o3436	0o14246
1823	3310	0b11100011111	0b110011101110	0o3437	0o6356
1824	2510	0b11100100000	0b100111001110	0o3440	0o4716
1825	510	0b11100100001	0b111111110	0o3441	0o776
1826	7510	0b11100100010	0b1110101010110	0o3442	0o16526
1827	4510	0b11100100011	0b1000110011110	0o3443	0o10636
1828	5510	0b11100100100	0b1010110000110	0o3444	0o12606
1829	3510	0b11100100101	0b110110110110	0o3445	0o6666
1830	1510	0b11100100110	0b10111100110	0o3446	0o2746
1831	5510	0b11100100111	0b1010110000110	0o3447	0o12606
1832	2310	0b11100101000	0b100100000110	0o3450	0o4406
1833	310	0b11100101001	0b100110110	0o3451	0o466
1834	7310	0b11100101010	0b1110010001110	0o3452	0o16216
1835	4310	0b11100101011	0b1000011010110	0o3453	0o10326
1836	1310	0b11100101100	0b10100011110	0o3454	0o2436
1837	3310	0b11100101101	0b110011101110	0o3455	0o6356
1838	310	0b11100101110	0b100110110	0o3456	0o466
1839	7310	0b11100101111	0b1110010001110	0o3457	0o16216
1840	2110	0b11100110000	0b100000111110	0o3460	0o4076
1841	1110	0b11100110001	0b10001010110	0o3461	0o2126
1842	7110	0b11100110010	0b1101111000110	0o3462	0o15706
1843	4110	0b11100110011	0b1000000001110	0o3463	0o10016
1844	5110	0b11100110100	0b1001111110110	0o3464	0o11766
1845	3110	0b11100110101	0b110000100110	0o3465	0o6046
1846	3110	0b11100110110	0b110000100110	0o3466	0o6046
1847	1110	0b11100110111	0b10001010110	0o3467	0o2126
1848	2510	0b11100111000	0b100111001110	0o3470	0o4716
1849	1510	0b11100111001	0b10111100110	0o3471	0o2746
1850	7510	0b11100111010	0b1110101010110	0o3472	0o16526
1851	4510	0b11100111011	0b1000110011110	0o3473	0o10636
1852	1510	0b11100111100	0b10111100110	0o3474	0o2746
1853	3510	0b11100111101	0b110110110110	0o3475	0o6666
1854	2510	0b11100111110	0b100111001110	0o3476	0o4716
1855	3510	0b11100111111	0b110110110110	0o3477	0o6666
1856	1430	0b11101000000	0b10110010110	0o3500	0o2626
1857	6430	0b11101000001	0b1100100011110	0o3501	0o14436
1858	7430	0b11101000010	0b1110100000110	0o3502	0o16406
1859	5430	0b11101000011	0b1010100110110	0o3503	0o12466
1860	5430	0b11101000100	0b1010100110110	0o3504	0o12466
1861	3430	0b11101000101	0b110101100110	0o3505	0o6546
1862	5430	0b11101000110	0b1010100110110	0o3506	0o12466
1863	5430	0b11101000111	0b1010100110110	0o3507	0o12466
1864	1430	0b11101001000	0b10110010110	0o3510	0o2626
1865	6430	0b11101001001	0b1100100011110	0o3511	0o14436
1866	7430	0b11101001010	0b1110100000110	0o3512	0o16406
1867	5430	0b11101001011	0b1010100110110	0o3513	0o12466
1868	1430	0b11101001100	0b10110010110	0o3514	0o2626
1869	3430	0b11101001101	0b110101100110	0o3515	0o6546
1870	4430	0b11101001110	0b1000101001110	0o3516	0o10516
1871	7430	0b11101001111	0b1110100000110	0o3517	0o16406
1872	1030	0b11101010000	0b10000000110	0o3520	0o2006
1873	7030	0b11101010001	0b1101101110110	0o3521	0o15566
1874	7030	0b11101010010	0b1101101110110	0o3522	0o15566
1875	5030	0b11101010011	0b1001110100110	0o3523	0o11646
1876	5030	0b11101010100	0b1001110100110	0o3524	0o11646
